"349190600","BIELSKO-BIA£A","2018","01","01",5.5,"",5.0,"",6.5,"",6.8,"",70.4,"",960.1,"",1008.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","02",5.0,"",3.9,"",2.5,"",6.1,"",83.8,"",960.8,"",1009.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","03",6.1,"",8.0,"",3.1,"",5.6,"",73.5,"",954.1,"",1002.4,"",1.2,"",.8,""
"349190600","BIELSKO-BIA£A","2018","01","04",6.3,"",7.6,"",5.2,"",6.3,"",71.8,"",953.6,"",1001.6,"",.0,"",.4,""
"349190600","BIELSKO-BIA£A","2018","01","05",7.3,"",8.6,"",7.0,"",6.9,"",69.3,"",954.6,"",1002.3,"",.1,"",.1,""
"349190600","BIELSKO-BIA£A","2018","01","06",7.1,"",3.5,"",8.9,"",8.7,"",76.9,"",962.4,"",1010.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","07",7.6,"",3.4,"",5.1,"",8.2,"",93.4,"",974.1,"",1023.1,"",.7,"",.9,""
"349190600","BIELSKO-BIA£A","2018","01","08",7.8,"",4.8,"",.7,"",6.3,"",98.4,"",981.9,"",1032.1,"",6.5,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","09",5.8,"",5.0,"",3.2,"",5.5,"",71.8,"",977.9,"",1027.4,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","10",7.8,"",2.3,"",5.9,"",7.6,"",83.1,"",967.6,"",1016.1,"",.2,"",2.7,""
"349190600","BIELSKO-BIA£A","2018","01","11",8.0,"",1.1,"",2.7,"",7.4,"",99.8,"",967.8,"",1016.9,"",.5,"",.3,""
"349190600","BIELSKO-BIA£A","2018","01","12",8.0,"",4.8,"",-.2,"",6.1,"",100.0,"",976.7,"",1026.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","13",7.6,"",5.0,"",-1.7,"",4.7,"",86.4,"",980.9,"",1031.5,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","14",1.3,"",3.4,"",-4.6,"",3.7,"",85.0,"",980.1,"",1031.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","15",3.6,"",1.0,"",-4.4,"",3.6,"",82.4,"",975.2,"",1026.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","16",6.0,"",6.4,"",-.8,"",4.1,"",69.3,"",953.9,"",1002.9,"",.1,"",.1,""
"349190600","BIELSKO-BIA£A","2018","01","17",6.5,"",5.1,"",1.2,"",5.1,"",76.4,"",949.3,"",997.8,"",.8,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","18",6.8,"",8.4,"",1.3,"",5.0,"",74.9,"",954.3,"",1003.0,"",.2,"",.4,""
"349190600","BIELSKO-BIA£A","2018","01","19",7.3,"",5.1,"",1.3,"",5.1,"",77.3,"",957.3,"",1006.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","20",6.0,"",3.1,"",.3,"",4.9,"",79.3,"",961.5,"",1010.7,"",.3,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","21",8.0,"",2.5,"",-1.2,"",5.1,"",90.5,"",960.6,"",1010.1,"",1.9,"",.1,""
"349190600","BIELSKO-BIA£A","2018","01","22",6.1,"",2.4,"",-3.1,"",4.1,"",83.0,"",967.4,"",1017.6,"",.0,"",.1,""
"349190600","BIELSKO-BIA£A","2018","01","23",7.9,"",1.3,"",-1.3,"",4.7,"",83.6,"",973.8,"",1023.9,"",.1,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","24",6.8,"",4.6,"",3.8,"",6.2,"",77.4,"",977.0,"",1026.4,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","25",5.3,"",6.0,"",6.5,"",5.4,"",55.9,"",972.2,"",1020.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","01","26",5.5,"",2.0,"",1.3,"",5.4,"",81.4,"",972.0,"",1021.6,"",.0,"",.0,""
